,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE
360,Mississippi,DeSoto County,160382.0,2010,161778,2970548,0.0545,8734.51
361,Tennessee,Sumner County,185490.0,2010,161214,6355311,0.0254,4705.29
362,Wisconsin,Rock County,0.0,2010,160260,5690475,0.0282,0.0
363,Michigan,Jackson County,91929.0,2010,160109,9877510,0.0162,1490.12
364,South Carolina,Aiken County,141845.0,2010,160552,4635649,0.0346,4912.69
365,Florida,Charlotte County,135447.0,2010,159875,18845537,0.0085,1149.06
366,Kentucky,Kenton County,137532.0,2010,159961,4348181,0.0368,5059.53
367,North Carolina,Iredell County,179601.0,2010,159778,9574323,0.0167,2997.21
368,New York,Rensselaer County,180033.0,2010,159340,19399878,0.0082,1478.69
369,Colorado,Pueblo County,128453.0,2010,159390,5047349,0.0316,4056.41
370,Nebraska,Sarpy County,171016.0,2010,159720,1829542,0.0873,14929.79
371,Massachusetts,Hampshire County,256166.0,2010,159329,6566307,0.0243,6215.77
372,Oregon,Deschutes County,219600.0,2010,157742,3837491,0.0411,9026.77
373,Kansas,Wyandotte County,78106.0,2010,157633,2858190,0.0552,4307.65
374,Texas,Hays County,191889.0,2010,158214,25241971,0.0063,1202.74
375,New Jersey,Cumberland County,144273.0,2010,156699,8799446,0.0178,2569.19
376,Tennessee,Sullivan County,109072.0,2010,156749,6355311,0.0247,2690.18
377,Michigan,Berrien County,151442.0,2010,156737,9877510,0.0159,2403.09
378,Vermont,Chittenden County,274770.0,2010,156769,625879,0.2505,68823.88
379,Georgia,Bibb County,70131.0,2010,155814,9711881,0.016,1125.16
380,Hawaii,Maui County,572723.0,2010,155020,1363963,0.1137,65092.32
381,New York,Schenectady County,168789.0,2010,154861,19399878,0.008,1347.37
382,North Carolina,Catawba County,132125.0,2010,154730,9574323,0.0162,2135.26
383,Pennsylvania,Centre County,248656.0,2010,154230,12711160,0.0121,3017.05
384,Maine,Penobscot County,139444.0,2010,153861,1327629,0.1159,16160.38
385,Louisiana,Ouachita Parish,129337.0,2010,153969,4544532,0.0339,4381.94
386,California,Kings County,151730.0,2010,152370,37319502,0.0041,619.49
387,Connecticut,Tolland County,243006.0,2010,153239,3579114,0.0428,10404.25
388,Michigan,Monroe County,143427.0,2010,151936,9877510,0.0154,2206.2
389,Florida,Santa Rosa County,165132.0,2010,152908,18845537,0.0081,1339.84
390,North Carolina,Alamance County,0.0,2010,151431,9574323,0.0158,0.0
391,Texas,Johnson County,137037.0,2010,151264,25241971,0.006,821.2
392,California,Madera County,155694.0,2010,150986,37319502,0.004,629.9
393,Minnesota,Stearns County,149456.0,2010,150756,5310828,0.0284,4242.54
394,North Dakota,Cass County,186326.0,2010,150308,674715,0.2228,41508.32
395,Pennsylvania,Franklin County,163766.0,2010,149925,12711160,0.0118,1931.58
396,Texas,Ellis County,146800.0,2010,150367,25241971,0.006,874.49
397,New Jersey,Sussex County,260111.0,2010,148855,8799446,0.0169,4400.14
398,Pennsylvania,Schuylkill County,77173.0,2010,148288,12711160,0.0117,900.3
399,Montana,Yellowstone County,203000.0,2010,148394,990697,0.1498,30406.86
400,Illinois,Rock Island County,102658.0,2010,147610,12840503,0.0115,1180.12
401,Maryland,Washington County,175573.0,2010,147721,5788645,0.0255,4480.46
402,Colorado,Mesa County,202343.0,2010,146259,5047349,0.029,5863.37
403,Maryland,Charles County,274299.0,2010,147159,5788645,0.0254,6973.23
404,New Hampshire,Merrimack County,212636.0,2010,146388,1316762,0.1112,23639.32
405,Florida,Martin County,192064.0,2010,146909,18845537,0.0078,1497.22
406,Ohio,Fairfield County,157415.0,2010,146417,11539336,0.0127,1997.36
407,Indiana,Hendricks County,162174.0,2010,145954,6490432,0.0225,3646.9
408,Minnesota,Olmsted County,168761.0,2010,144534,5310828,0.0272,4592.82
409,New Mexico,Santa Fe County,305692.0,2010,144522,2064552,0.07,21398.94
410,Pennsylvania,Cambria County,77545.0,2010,143461,12711160,0.0113,875.19
411,Georgia,Paulding County,0.0,2010,142837,9711881,0.0147,0.0
412,North Carolina,Randolph County,121302.0,2010,141985,9574323,0.0148,1798.88
413,Mississippi,Rankin County,0.0,2010,142515,2970548,0.048,0.0
414,Florida,Citrus County,116009.0,2010,141173,18845537,0.0075,869.03
415,Alabama,Lee County,166933.0,2010,140794,4785437,0.0294,4911.39
416,Georgia,Houston County,132187.0,2010,140651,9711881,0.0145,1914.38
417,Mississippi,Jackson County,0.0,2010,139469,2970548,0.047,0.0
418,Indiana,Johnson County,140985.0,2010,140269,6490432,0.0216,3046.92
419,Idaho,Kootenai County,196946.0,2010,138848,1570746,0.0884,17409.28
420,North Carolina,Rowan County,121311.0,2010,138331,9574323,0.0144,1752.72
421,Ohio,Clark County,95020.0,2010,138274,11539336,0.012,1138.61
422,Utah,Washington County,202650.0,2010,138389,2775332,0.0499,10104.93
423,Florida,Indian River County,145899.0,2010,138270,18845537,0.0073,1070.46
424,Indiana,Monroe County,164607.0,2010,138566,6490432,0.0213,3514.24
425,Texas,Ector County,102813.0,2010,137075,25241971,0.0054,558.32
426,South Carolina,Florence County,116667.0,2010,137140,4635649,0.0296,3451.45
427,Texas,Midland County,162773.0,2010,136974,25241971,0.0054,883.28
428,Pennsylvania,Fayette County,91777.0,2010,136441,12711160,0.0107,985.13
429,South Carolina,Dorchester County,171159.0,2010,137030,4635649,0.0296,5059.47
430,California,Napa County,405096.0,2010,136759,37319502,0.0037,1484.49
431,Michigan,Calhoun County,87842.0,2010,135951,9877510,0.0138,1209.03
432,Illinois,Tazewell County,122770.0,2010,135486,12840503,0.0106,1295.4
433,New York,Chautauqua County,87046.0,2010,134725,19399878,0.0069,604.5
434,California,Humboldt County,254509.0,2010,135009,37319502,0.0036,920.73
435,Arizona,Coconino County,267002.0,2010,134612,6407172,0.021,5609.6
436,North Carolina,Robeson County,0.0,2010,134493,9574323,0.014,0.0
437,Wisconsin,Marathon County,134291.0,2010,134050,5690475,0.0236,3163.48
438,North Carolina,Orange County,269383.0,2010,133981,9574323,0.014,3769.69
439,Pennsylvania,Lebanon County,170619.0,2010,133664,12711160,0.0105,1794.14
440,Georgia,Douglas County,124438.0,2010,132573,9711881,0.0137,1698.65
441,Wisconsin,Washington County,193047.0,2010,131988,5690475,0.0232,4477.64
442,Indiana,Madison County,79312.0,2010,131619,6490432,0.0203,1608.36
443,Louisiana,Rapides Parish,139700.0,2010,131760,4544532,0.029,4050.33
444,New Mexico,Sandoval County,0.0,2010,132431,2064552,0.0641,0.0
445,Texas,Guadalupe County,190317.0,2010,132587,25241971,0.0053,999.67
446,Texas,Taylor County,107573.0,2010,131835,25241971,0.0052,561.84
447,Texas,Wichita County,93418.0,2010,131794,25241971,0.0052,487.76
448,Arizona,Cochise County,96332.0,2010,131822,6407172,0.0206,1981.95
449,Massachusetts,Berkshire County,223989.0,2010,131317,6566307,0.02,4479.47
450,Iowa,Black Hawk County,121817.0,2010,131162,3050745,0.043,5237.33
451,Iowa,Johnson County,195737.0,2010,131337,3050745,0.0431,8426.63
452,New Mexico,San Juan County,96120.0,2010,130203,2064552,0.0631,6061.9
453,Minnesota,Scott County,227827.0,2010,130506,5310828,0.0246,5598.52
454,Virginia,Stafford County,277697.0,2010,129832,8023699,0.0162,4493.43
455,New Jersey,Hunterdon County,380534.0,2010,127322,8799446,0.0145,5506.07
456,Louisiana,Livingston Parish,163170.0,2010,128337,4544532,0.0282,4607.9
457,Georgia,Coweta County,163855.0,2010,127937,9711881,0.0132,2158.5
458,Pennsylvania,Blair County,95778.0,2010,127045,12711160,0.01,957.28
459,Rhode Island,Washington County,331803.0,2010,127097,1053959,0.1206,40012.15
460,Arkansas,Sebastian County,104562.0,2010,125737,2921964,0.043,4499.48
461,Ohio,Wood County,141853.0,2010,125950,11539336,0.0109,1548.3
462,Minnesota,Wright County,183010.0,2010,125093,5310828,0.0236,4310.68
463,Ohio,Richland County,79731.0,2010,124162,11539336,0.0108,857.9
464,Oklahoma,Comanche County,85591.0,2010,125397,3759944,0.0334,2854.53
465,Georgia,Columbia County,181987.0,2010,124955,9711881,0.0129,2341.48
466,New Hampshire,Strafford County,211324.0,2010,123200,1316762,0.0936,19772.07
467,Tennessee,Blount County,164982.0,2010,123199,6355311,0.0194,3198.21
468,Tennessee,Washington County,147902.0,2010,123384,6355311,0.0194,2871.42
469,North Carolina,Wayne County,114324.0,2010,122886,9574323,0.0128,1467.34
470,Virginia,Spotsylvania County,223259.0,2010,122976,8023699,0.0153,3421.8
471,Maine,Kennebec County,144412.0,2010,122076,1327629,0.092,13278.74
472,New York,Oswego County,100300.0,2010,122137,19399878,0.0063,631.46
473,Texas,Gregg County,106355.0,2010,121984,25241971,0.0048,513.97
474,Louisiana,Tangipahoa Parish,146568.0,2010,121485,4544532,0.0267,3918.07
475,Texas,Potter County,83552.0,2010,121371,25241971,0.0048,401.74
476,Texas,Grayson County,114070.0,2010,121034,25241971,0.0048,546.96
477,Texas,Randall County,150258.0,2010,121179,25241971,0.0048,721.34
478,Alabama,Morgan County,101795.0,2010,119608,4785437,0.025,2544.28
479,South Carolina,Pickens County,131518.0,2010,119337,4635649,0.0257,3385.71
480,Kentucky,Boone County,167365.0,2010,119373,4348181,0.0275,4594.76
481,Alabama,Calhoun County,92032.0,2010,118408,4785437,0.0247,2277.18
482,Connecticut,Windham County,175562.0,2010,118544,3579114,0.0331,5814.8
483,Indiana,Delaware County,73688.0,2010,117665,6490432,0.0181,1335.89
484,Missouri,Jasper County,73084.0,2010,117656,5995974,0.0196,1434.09
485,Louisiana,Bossier Parish,173185.0,2010,117675,4544532,0.0259,4484.41
486,Texas,Parker County,185754.0,2010,117316,25241971,0.0046,863.32
487,Washington,Skagit County,243912.0,2010,116944,6742830,0.0173,4230.28
488,Georgia,Clarke County,135906.0,2010,117403,9711881,0.0121,1642.91
489,Oregon,Linn County,156332.0,2010,116891,3837491,0.0305,4761.91
490,Pennsylvania,Mercer County,104138.0,2010,116605,12711160,0.0092,955.3
491,New York,Jefferson County,124655.0,2010,116592,19399878,0.006,749.17
492,Pennsylvania,Lycoming County,138105.0,2010,116225,12711160,0.0091,1262.77
493,Oklahoma,Canadian County,150263.0,2010,116361,3759944,0.0309,4650.27
494,Wisconsin,Sheboygan County,111553.0,2010,115524,5690475,0.0203,2264.67
495,Illinois,Kendall County,176748.0,2010,115373,12840503,0.009,1588.1
496,North Carolina,Harnett County,145949.0,2010,115753,9574323,0.0121,1764.51
497,Wisconsin,La Crosse County,148558.0,2010,114872,5690475,0.0202,2998.9
498,Ohio,Wayne County,134524.0,2010,114394,11539336,0.0099,1333.59
499,Tennessee,Wilson County,205609.0,2010,114677,6355311,0.018,3710.07
500,Kentucky,Warren County,141585.0,2010,114341,4348181,0.0263,3723.16
501,Illinois,Kankakee County,128894.0,2010,113418,12840503,0.0088,1138.5
502,Arkansas,Faulkner County,140108.0,2010,114026,2921964,0.039,5467.54
503,Utah,Cache County,191182.0,2010,113386,2775332,0.0409,7810.73
504,Louisiana,Terrebonne Parish,146267.0,2010,111506,4544532,0.0245,3588.85
505,Michigan,Allegan County,131431.0,2010,111523,9877510,0.0113,1483.93
506,Kansas,Douglas County,169697.0,2010,111198,2858190,0.0389,6602.07
507,Illinois,Macon County,87347.0,2010,110787,12840503,0.0086,753.62
508,Georgia,Carroll County,108111.0,2010,110655,9711881,0.0114,1231.79
509,Indiana,Clark County,115803.0,2010,110567,6490432,0.017,1972.75
510,Texas,Tom Green County,0.0,2010,110678,25241971,0.0044,0.0
511,Montana,Missoula County,254026.0,2010,109467,990697,0.1105,28068.59
512,Georgia,Lowndes County,116347.0,2010,109689,9711881,0.0113,1314.06
513,New Jersey,Warren County,235924.0,2010,108576,8799446,0.0123,2911.06
514,Texas,Comal County,230846.0,2010,109306,25241971,0.0043,999.64
515,New York,Ontario County,157184.0,2010,108176,19399878,0.0056,876.48
516,Indiana,Vigo County,82825.0,2010,107888,6490432,0.0166,1376.77
517,Ohio,Columbiana County,81315.0,2010,107890,11539336,0.0093,760.28
518,Michigan,Bay County,83992.0,2010,107679,9877510,0.0109,915.63
519,Michigan,Eaton County,123014.0,2010,107746,9877510,0.0109,1341.86
520,Maine,Androscoggin County,151884.0,2010,107708,1327629,0.0811,12322.06
521,Oregon,Douglas County,182398.0,2010,107631,3837491,0.028,5115.76
522,South Carolina,Sumter County,104909.0,2010,107607,4635649,0.0232,2435.25
523,Arizona,Navajo County,141493.0,2010,107697,6407172,0.0168,2378.33
524,North Carolina,Brunswick County,236499.0,2010,108069,9574323,0.0113,2669.45
525,Louisiana,Ascension Parish,192950.0,2010,107890,4544532,0.0237,4580.75
526,Arkansas,Saline County,161850.0,2010,107656,2921964,0.0368,5963.15
527,North Carolina,Henderson County,196534.0,2010,106891,9574323,0.0112,2194.17
528,Georgia,Fayette County,220590.0,2010,106938,9711881,0.011,2428.93
529,Ohio,Allen County,94557.0,2010,106358,11539336,0.0092,871.53
530,Kentucky,Hardin County,127481.0,2010,106950,4348181,0.0246,3135.59
531,Illinois,DeKalb County,156293.0,2010,105145,12840503,0.0082,1279.81
532,Alabama,Etowah County,82699.0,2010,104459,4785437,0.0218,1805.2
533,Idaho,Bonneville County,155756.0,2010,104675,1570746,0.0666,10379.63
534,West Virginia,Berkeley County,0.0,2010,104621,1854239,0.0564,0.0
535,North Carolina,Craven County,153732.0,2010,104171,9574323,0.0109,1672.64
536,Texas,Kaufman County,167456.0,2010,103872,25241971,0.0041,689.09
537,Georgia,Whitfield County,107733.0,2010,102745,9711881,0.0106,1139.74
538,Ohio,Miami County,127418.0,2010,102487,11539336,0.0089,1131.67
539,Washington,Cowlitz County,164260.0,2010,102358,6742830,0.0152,2493.51
540,Wisconsin,Walworth County,172792.0,2010,102197,5690475,0.018,3103.22
541,Iowa,Woodbury County,92900.0,2010,102388,3050745,0.0336,3117.88
542,Wisconsin,Fond du Lac County,109414.0,2010,101576,5690475,0.0179,1953.06
543,New York,Tompkins County,192418.0,2010,101740,19399878,0.0052,1009.11
544,Alabama,Houston County,128350.0,2010,101798,4785437,0.0213,2730.32
545,Ohio,Ashtabula County,97436.0,2010,101403,11539336,0.0088,856.23
546,Missouri,Franklin County,139241.0,2010,101428,5995974,0.0169,2355.4
547,Pennsylvania,Adams County,209031.0,2010,101479,12711160,0.008,1668.79
548,Maryland,Cecil County,229629.0,2010,101165,5788645,0.0175,4013.1
549,South Dakota,Pennington County,177849.0,2010,101243,816166,0.124,22061.65
550,Georgia,Bartow County,121122.0,2010,100050,9711881,0.0103,1247.78
551,Georgia,Newton County,81273.0,2010,100133,9711881,0.0103,837.95
552,Michigan,Lenawee County,111563.0,2010,99640,9877510,0.0101,1125.4
553,Virginia,Hanover County,254058.0,2010,99902,8023699,0.0125,3163.24
554,New York,Putnam County,357304.0,2010,99667,19399878,0.0051,1835.65
555,Missouri,Cass County,146510.0,2010,99754,5995974,0.0166,2437.46
556,Oregon,Yamhill County,213820.0,2010,99304,3837491,0.0259,5533.09
557,New York,Steuben County,91601.0,2010,99005,19399878,0.0051,467.47
558,Virginia,Albemarle County,322848.0,2010,99204,8023699,0.0124,3991.65
559,Tennessee,Bradley County,135837.0,2010,99083,6355311,0.0156,2117.78
560,Florida,Highlands County,99615.0,2010,98635,18845537,0.0052,521.37
561,California,Nevada County,338734.0,2010,98790,37319502,0.0026,896.68
562,Wisconsin,Eau Claire County,126043.0,2010,99017,5690475,0.0174,2193.21
563,Maryland,Wicomico County,149192.0,2010,98972,5788645,0.0171,2550.83
564,Tennessee,Madison County,103713.0,2010,98249,6355311,0.0155,1603.34
565,North Carolina,Cleveland County,128178.0,2010,97917,9574323,0.0102,1310.88
566,Alaska,Fairbanks North Star Borough,214003.0,2010,98264,713910,0.1376,29455.8
567,New Jersey,Cape May County,368362.0,2010,97212,8799446,0.011,4069.48
568,Kentucky,Daviess County,107239.0,2010,96704,4348181,0.0222,2385.01
569,Arkansas,Craighead County,113130.0,2010,96748,2921964,0.0331,3745.8
570,West Virginia,Cabell County,92235.0,2010,96322,1854239,0.0519,4791.32
571,Louisiana,Lafourche Parish,0.0,2010,96745,4544532,0.0213,0.0
572,Georgia,Floyd County,91541.0,2010,96431,9711881,0.0099,908.93
573,West Virginia,Monongalia County,138090.0,2010,96754,1854239,0.0522,7205.52
574,Arkansas,Garland County,124043.0,2010,96067,2921964,0.0329,4078.23
575,North Carolina,Nash County,117533.0,2010,95786,9574323,0.01,1175.86
576,Florida,Flagler County,159226.0,2010,96066,18845537,0.0051,811.66
577,Mississippi,Madison County,204366.0,2010,95538,2970548,0.0322,6572.77
578,California,Sutter County,184638.0,2010,94751,37319502,0.0025,468.78
579,Georgia,Dougherty County,69698.0,2010,94513,9711881,0.0097,678.28
580,Pennsylvania,Northumberland County,85455.0,2010,94293,12711160,0.0074,633.92
581,Virginia,Montgomery County,184877.0,2010,94557,8023699,0.0118,2178.72
582,New York,Wayne County,114194.0,2010,93751,19399878,0.0048,551.85
583,Iowa,Dubuque County,146716.0,2010,93929,3050745,0.0308,4517.22
584,North Carolina,Rockingham County,93004.0,2010,93661,9574323,0.0098,909.81
585,Florida,Sumter County,203810.0,2010,94278,18845537,0.005,1019.59
586,Ohio,Geauga County,196978.0,2010,93389,11539336,0.0081,1594.16
587,Iowa,Pottawattamie County,124875.0,2010,93363,3050745,0.0306,3821.59
588,Alabama,Marshall County,97671.0,2010,93122,4785437,0.0195,1900.62
589,Alabama,Lauderdale County,111438.0,2010,92737,4785437,0.0194,2159.56
590,Ohio,Tuscarawas County,111436.0,2010,92543,11539336,0.008,893.69
591,Texas,Bowie County,73182.0,2010,92638,25241971,0.0037,268.58
592,South Carolina,Orangeburg County,81090.0,2010,92321,4635649,0.0199,1614.94
593,Virginia,Roanoke County,167736.0,2010,92401,8023699,0.0115,1931.65
594,Wyoming,Laramie County,208777.0,2010,92236,564487,0.1634,34113.73
595,Pennsylvania,Lawrence County,92977.0,2010,91018,12711160,0.0072,665.76
596,Minnesota,Carver County,252551.0,2010,91401,5310828,0.0172,4346.48
597,Montana,Flathead County,232522.0,2010,90864,990697,0.0917,21326.28
598,North Carolina,Burke County,0.0,2010,90580,9574323,0.0095,0.0
599,Kentucky,Campbell County,141187.0,2010,90623,4348181,0.0208,2942.56
600,Tennessee,Sevier County,175771.0,2010,89923,6355311,0.0141,2487.03
601,Iowa,Story County,158685.0,2010,89654,3050745,0.0294,4663.37
602,Montana,Gallatin County,302211.0,2010,89654,990697,0.0905,27348.85
603,Missouri,Platte County,185019.0,2010,89702,5995974,0.015,2767.95
604,Missouri,Buchanan County,95862.0,2010,89072,5995974,0.0149,1424.06
605,Washington,Grant County,137046.0,2010,89558,6742830,0.0133,1820.24
606,New Hampshire,Grafton County,178869.0,2010,89130,1316762,0.0677,12107.42
607,Pennsylvania,Indiana County,97017.0,2010,88862,12711160,0.007,678.23
608,New York,Chemung County,91443.0,2010,88895,19399878,0.0046,419.01
609,Pennsylvania,Crawford County,85316.0,2010,88614,12711160,0.007,594.77
610,Wisconsin,Dodge County,122038.0,2010,88728,5690475,0.0156,1902.86
611,Maryland,Calvert County,326263.0,2010,88988,5788645,0.0154,5015.59
612,Minnesota,Sherburne County,164317.0,2010,88798,5310828,0.0167,2747.41
613,Michigan,Lapeer County,118917.0,2010,88210,9877510,0.0089,1061.97
614,North Carolina,Moore County,200335.0,2010,88594,9574323,0.0093,1853.76
615,California,Mendocino County,295114.0,2010,87799,37319502,0.0024,694.29
616,Michigan,Grand Traverse County,155107.0,2010,86971,9877510,0.0088,1365.71
617,West Virginia,Wood County,91380.0,2010,86973,1854239,0.0469,4286.17
618,Oklahoma,Rogers County,186017.0,2010,87017,3759944,0.0231,4305.02
