,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE,Percent_change,New_percent_change
13566,Colorado,Gilpin County,259165.0,2014,5747,5350101,0.0010741853284638927,278.39,0.0745,1.0745
16302,Colorado,Gilpin County,284337.0,2015,5805,5450623,0.001065015870662858,302.82,0.0971,1.0971
19038,Colorado,Gilpin County,310002.0,2016,5914,5539215,0.001067660309267649,330.98,0.0903,1.0903
21774,Colorado,Gilpin County,335825.0,2017,6018,5611885,0.0010723669497860345,360.13,0.0833,1.0833
24510,Colorado,Gilpin County,362559.0,2018,6112,5691287,0.001073922295607303,389.36,0.0796,1.0796000000000001
27246,Colorado,Gilpin County,378367.0,2019,6243,5758736,0.0010840920646475198,410.18,0.0436,1.0436
2031,Colorado,Grand County,348749.0,2010,14796,5047349,0.002931439850899948,1022.34,0.0,1.0
4767,Colorado,Grand County,340832.0,2011,14563,5121108,0.0028437205386021933,969.23,-0.0227,0.9773
7503,Colorado,Grand County,349243.0,2012,14221,5192647,0.0027386802915738352,956.46,0.0247,1.0247
10239,Colorado,Grand County,371695.0,2013,14312,5269035,0.002716246902895881,1009.62,0.0643,1.0643
12975,Colorado,Grand County,401326.0,2014,14559,5350101,0.0027212570379512462,1092.11,0.0797,1.0796999999999999
15711,Colorado,Grand County,433338.0,2015,14726,5450623,0.0027017095110045217,1170.75,0.0798,1.0798
18447,Colorado,Grand County,454042.0,2016,15179,5539215,0.002740279985521414,1244.2,0.0478,1.0478
21183,Colorado,Grand County,450765.0,2017,15364,5611885,0.0027377610196930263,1234.09,-0.0072,0.9928
23919,Colorado,Grand County,498870.0,2018,15511,5691287,0.0027253940980309023,1359.62,0.1067,1.1067
26655,Colorado,Grand County,520914.0,2019,15734,5758736,0.002732196787628396,1423.24,0.0442,1.0442
2000,Colorado,Gunnison County,258533.0,2010,15291,5047349,0.00302951113544952,783.23,0.0,1.0
4736,Colorado,Gunnison County,260336.0,2011,15261,5121108,0.002980019167726984,775.81,0.007,1.007
7472,Colorado,Gunnison County,261856.0,2012,15378,5192647,0.002961495360651321,775.49,0.0058,1.0058
10208,Colorado,Gunnison County,278356.0,2013,15575,5269035,0.0029559492392819556,822.81,0.063,1.063
12944,Colorado,Gunnison County,297361.0,2014,15765,5350101,0.002946673343176138,876.23,0.0683,1.0683
15680,Colorado,Gunnison County,320211.0,2015,16104,5450623,0.002954524647916394,946.07,0.0768,1.0768
18416,Colorado,Gunnison County,349204.0,2016,16414,5539215,0.0029632357653566433,1034.77,0.0905,1.0905
21152,Colorado,Gunnison County,371305.0,2017,16863,5611885,0.0030048726942907777,1115.72,0.0633,1.0633
23888,Colorado,Gunnison County,394697.0,2018,17167,5691287,0.003016365191212462,1190.55,0.063,1.063
26624,Colorado,Gunnison County,409378.0,2019,17462,5758736,0.00303226263541166,1241.34,0.0372,1.0372
2733,Colorado,Hinsdale County,0.0,2010,844,5047349,0.00016721649325220032,0.0,0.0,1.0
5469,Colorado,Hinsdale County,0.0,2011,825,5121108,0.00016109794989678015,0.0,0.0,1.0
8205,Colorado,Hinsdale County,0.0,2012,802,5192647,0.00015444916629225904,0.0,0.0,1.0
10941,Colorado,Hinsdale County,0.0,2013,804,5269035,0.0001525896108110878,0.0,0.0,1.0
13677,Colorado,Hinsdale County,0.0,2014,773,5350101,0.00014448325368063145,0.0,0.0,1.0
16413,Colorado,Hinsdale County,0.0,2015,764,5450623,0.0001401674634257405,0.0,0.0,1.0
19149,Colorado,Hinsdale County,0.0,2016,788,5539215,0.0001422584247045836,0.0,0.0,1.0
21885,Colorado,Hinsdale County,0.0,2017,791,5611885,0.0001409508569758646,0.0,0.0,1.0
24621,Colorado,Hinsdale County,0.0,2018,808,5691287,0.00014197140295332147,0.0,0.0,1.0
27357,Colorado,Hinsdale County,321852.0,2019,820,5758736,0.00014239235832307645,45.83,0.0,1.0
2552,Colorado,Huerfano County,106258.0,2010,6681,5047349,0.0013236651557084719,140.65,0.0,1.0
5288,Colorado,Huerfano County,107293.0,2011,6528,5121108,0.001274724141728704,136.77,0.0097,1.0097
8024,Colorado,Huerfano County,112390.0,2012,6565,5192647,0.001264287751507083,142.09,0.0475,1.0475
10760,Colorado,Huerfano County,120561.0,2013,6460,5269035,0.0012260309525368497,147.81,0.0727,1.0727
13496,Colorado,Huerfano County,124198.0,2014,6393,5350101,0.0011949307125229973,148.41,0.0302,1.0302
16232,Colorado,Huerfano County,125017.0,2015,6404,5450623,0.0011749115651550292,146.88,0.0066,1.0066
18968,Colorado,Huerfano County,132802.0,2016,6580,5539215,0.0011878939524824367,157.75,0.0623,1.0623
21704,Colorado,Huerfano County,141608.0,2017,6628,5611885,0.0011810648293755128,167.25,0.0663,1.0663
24440,Colorado,Huerfano County,151457.0,2018,6887,5691287,0.0012100953615588178,183.28,0.0696,1.0695999999999999
27176,Colorado,Huerfano County,156346.0,2019,6897,5758736,0.0011976586528710466,187.25,0.0323,1.0323
2729,Colorado,Jackson County,0.0,2010,1389,5047349,0.00027519396816031545,0.0,0.0,1.0
5465,Colorado,Jackson County,0.0,2011,1357,5121108,0.000264981718799916,0.0,0.0,1.0
8201,Colorado,Jackson County,132448.0,2012,1325,5192647,0.0002551685103955651,33.8,0.0,1.0
10937,Colorado,Jackson County,134968.0,2013,1336,5269035,0.0002535568657258872,34.22,0.019,1.019
13673,Colorado,Jackson County,143728.0,2014,1385,5350101,0.00025887361752609906,37.21,0.0649,1.0649
16409,Colorado,Jackson County,150864.0,2015,1353,5450623,0.0002482285052552708,37.45,0.0496,1.0496
19145,Colorado,Jackson County,142808.0,2016,1358,5539215,0.0002451610923208433,35.01,-0.0534,0.9466
21881,Colorado,Jackson County,155959.0,2017,1375,5611885,0.000245015712189398,38.21,0.0921,1.0921
24617,Colorado,Jackson County,161131.0,2018,1395,5691287,0.000245111518712727,39.5,0.0332,1.0332
27353,Colorado,Jackson County,157860.0,2019,1392,5758736,0.00024171971071429565,38.16,-0.0203,0.9797
113,Colorado,Jefferson County,252438.0,2010,535548,5047349,0.10610480868273622,26784.89,0.0,1.0
2849,Colorado,Jefferson County,246057.0,2011,540506,5121108,0.10554473758413219,25970.02,-0.0253,0.9747
5585,Colorado,Jefferson County,261523.0,2012,546602,5192647,0.10526461744848052,27529.12,0.0629,1.0629
8321,Colorado,Jefferson County,288636.0,2013,552031,5269035,0.10476889980802936,30240.08,0.1037,1.1037
11057,Colorado,Jefferson County,314112.0,2014,558819,5350101,0.10445017766954307,32809.05,0.0883,1.0883
13793,Colorado,Jefferson County,357891.0,2015,564888,5450623,0.10363732732937134,37090.87,0.1394,1.1394
16529,Colorado,Jefferson County,394184.0,2016,571413,5539215,0.10315775791335054,40663.14,0.1014,1.1014
19265,Colorado,Jefferson County,425398.0,2017,575417,5611885,0.10253542258973589,43618.36,0.0792,1.0792
22001,Colorado,Jefferson County,455113.0,2018,579392,5691287,0.10180333551971636,46332.02,0.0699,1.0699
24737,Colorado,Jefferson County,467409.0,2019,582881,5758736,0.10121682952647942,47309.66,0.027,1.027
2728,Colorado,Kiowa County,0.0,2010,1404,5047349,0.00027816582526787826,0.0,0.0,1.0
5464,Colorado,Kiowa County,0.0,2011,1431,5121108,0.0002794317167300514,0.0,0.0,1.0
8200,Colorado,Kiowa County,0.0,2012,1409,5192647,0.0002713452310546047,0.0,0.0,1.0
10936,Colorado,Kiowa County,57466.0,2013,1392,5269035,0.00026418499782218186,15.18,0.0,1.0
13672,Colorado,Kiowa County,61419.0,2014,1380,5350101,0.0002579390557299759,15.84,0.0688,1.0688
16408,Colorado,Kiowa County,66824.0,2015,1384,5450623,0.0002539159285094566,16.97,0.088,1.088
19144,Colorado,Kiowa County,73584.0,2016,1342,5539215,0.00024227259638775532,17.83,0.1012,1.1012
21880,Colorado,Kiowa County,80033.0,2017,1365,5611885,0.0002432337797371115,19.47,0.0876,1.0876
24616,Colorado,Kiowa County,88378.0,2018,1379,5691287,0.00024230020380276027,21.41,0.1043,1.1043
27352,Colorado,Kiowa County,94715.0,2019,1406,5758736,0.000244150799758836,23.12,0.0717,1.0717
2452,Colorado,Kit Carson County,0.0,2010,8263,5047349,0.0016370970186527622,0.0,0.0,1.0
5188,Colorado,Kit Carson County,0.0,2011,8172,5121108,0.0015957484200684695,0.0,0.0,1.0
7924,Colorado,Kit Carson County,0.0,2012,8072,5192647,0.0015545058233305672,0.0,0.0,1.0
10660,Colorado,Kit Carson County,0.0,2013,8245,5269035,0.0015648026631062423,0.0,0.0,1.0
13396,Colorado,Kit Carson County,0.0,2014,8018,5350101,0.0014986632962630051,0.0,0.0,1.0
16132,Colorado,Kit Carson County,114619.0,2015,8215,5450623,0.0015071671623592385,172.75,0.0,1.0
18868,Colorado,Kit Carson County,126452.0,2016,7626,5539215,0.0013767293741080641,174.09,0.1032,1.1032
21604,Colorado,Kit Carson County,136113.0,2017,7137,5611885,0.0012717651911968973,173.1,0.0764,1.0764
24340,Colorado,Kit Carson County,147590.0,2018,7159,5691287,0.0012578877150282528,185.65,0.0843,1.0843
27076,Colorado,Kit Carson County,156638.0,2019,7097,5758736,0.00123238849636448,193.04,0.0613,1.0613
916,Colorado,La Plata County,329122.0,2010,51411,5047349,0.010185743050460747,3352.35,0.0,1.0
3652,Colorado,La Plata County,322748.0,2011,51866,5121108,0.010127886387086544,3268.76,-0.0194,0.9806
6388,Colorado,La Plata County,333313.0,2012,52451,5192647,0.01010101399151531,3366.8,0.0327,1.0327
9124,Colorado,La Plata County,357042.0,2013,53368,5269035,0.010128609887768822,3616.34,0.0712,1.0712
11860,Colorado,La Plata County,388029.0,2014,53865,5350101,0.01006803422963417,3906.69,0.0868,1.0868
14596,Colorado,La Plata County,384501.0,2015,54687,5450623,0.010033165016182554,3857.76,-0.0091,0.9909
17332,Colorado,La Plata County,400203.0,2016,55316,5539215,0.009986252564668459,3996.53,0.0408,1.0408
20068,Colorado,La Plata County,415119.0,2017,55563,5611885,0.009900951284639654,4110.07,0.0373,1.0373
22804,Colorado,La Plata County,422521.0,2018,56299,5691287,0.009892138632263668,4179.64,0.0178,1.0178
25540,Colorado,La Plata County,437431.0,2019,56221,5758736,0.009762732655221562,4270.52,0.0353,1.0352999999999999
2510,Colorado,Lake County,160343.0,2010,7264,5047349,0.0014391713352890794,230.76,0.0,1.0
5246,Colorado,Lake County,158076.0,2011,7343,5121108,0.0014338693892024929,226.66,-0.0141,0.9859
7982,Colorado,Lake County,164257.0,2012,7253,5192647,0.0013967827969049312,229.43,0.0391,1.0391
10718,Colorado,Lake County,176454.0,2013,7263,5269035,0.0013784307752747894,243.23,0.0743,1.0743
13454,Colorado,Lake County,189592.0,2014,7317,5350101,0.0013676377324465462,259.29,0.0745,1.0745
16190,Colorado,Lake County,204375.0,2015,7442,5450623,0.0013653485115371216,279.04,0.078,1.078
18926,Colorado,Lake County,218028.0,2016,7590,5539215,0.0013702302582586162,298.75,0.0668,1.0668
21662,Colorado,Lake County,235115.0,2017,7750,5611885,0.0013809976505220617,324.69,0.0784,1.0784
24398,Colorado,Lake County,253698.0,2018,7846,5691287,0.0013785985489749508,349.75,0.079,1.079
27134,Colorado,Lake County,266241.0,2019,8127,5758736,0.0014112471903556614,375.73,0.0494,1.0493999999999999
203,Colorado,Larimer County,241184.0,2010,300441,5047349,0.05952451475021838,14356.36,0.0,1.0
2939,Colorado,Larimer County,242566.0,2011,305246,5121108,0.059605460380839456,14458.26,0.0057,1.0057
5675,Colorado,Larimer County,252013.0,2012,310842,5192647,0.05986195479877604,15085.99,0.0389,1.0389
8411,Colorado,Larimer County,269073.0,2013,316225,5269035,0.06001573343126398,16148.61,0.0677,1.0677
11147,Colorado,Larimer County,289959.0,2014,324008,5350101,0.060561099687650756,17560.24,0.0776,1.0776
13883,Colorado,Larimer County,324151.0,2015,333303,5450623,0.06114952364160941,19821.68,0.1179,1.1179000000000001
16619,Colorado,Larimer County,357952.0,2016,338984,5539215,0.06119711908636874,21905.63,0.1043,1.1043
19355,Colorado,Larimer County,383592.0,2017,344084,5611885,0.06131344459125588,23519.35,0.0716,1.0716
22091,Colorado,Larimer County,405836.0,2018,350660,5691287,0.061613480395559035,25004.97,0.058,1.058
24827,Colorado,Larimer County,413821.0,2019,356899,5758736,0.06197523206481422,25646.65,0.0197,1.0197
1990,Colorado,Las Animas County,106166.0,2010,15422,5047349,0.003055465354188902,324.39,0.0,1.0
4726,Colorado,Las Animas County,104380.0,2011,15053,5121108,0.0029394029573287656,306.81,-0.0168,0.9832
7462,Colorado,Las Animas County,107187.0,2012,14992,5192647,0.0028871594776228773,309.47,0.0269,1.0269
10198,Colorado,Las Animas County,114194.0,2013,14396,5269035,0.002732189101040323,312.0,0.0654,1.0654
12934,Colorado,Las Animas County,115955.0,2014,14048,5350101,0.002625744822387465,304.47,0.0154,1.0154
15670,Colorado,Las Animas County,125796.0,2015,14043,5450623,0.0025764027341461703,324.1,0.0849,1.0849
18406,Colorado,Las Animas County,130735.0,2016,14073,5539215,0.002540612704146707,332.15,0.0393,1.0393
21142,Colorado,Las Animas County,134435.0,2017,14201,5611885,0.002530522275492103,340.19,0.0283,1.0283
23878,Colorado,Las Animas County,140772.0,2018,14508,5691287,0.0025491597946123608,358.85,0.0471,1.0471
26614,Colorado,Las Animas County,143572.0,2019,14506,5758736,0.0025189555485787157,361.65,0.0199,1.0199
2621,Colorado,Lincoln County,81438.0,2010,5471,5047349,0.0010839353490317393,88.27,0.0,1.0
5357,Colorado,Lincoln County,80092.0,2011,5419,5121108,0.0010581694430189716,84.75,-0.0165,0.9835
8093,Colorado,Lincoln County,83167.0,2012,5440,5192647,0.0010476352426806597,87.13,0.0384,1.0384
10829,Colorado,Lincoln County,90781.0,2013,5435,5269035,0.0010314981775600275,93.64,0.0916,1.0916
13565,Colorado,Lincoln County,99829.0,2014,5501,5350101,0.001028204888094636,102.64,0.0997,1.0997
16301,Colorado,Lincoln County,108587.0,2015,5543,5450623,0.0010169479709016748,110.43,0.0877,1.0877
19037,Colorado,Lincoln County,118462.0,2016,5551,5539215,0.0010021275577857152,118.71,0.0909,1.0909
21773,Colorado,Lincoln County,128442.0,2017,5523,5611885,0.0009841612933978513,126.41,0.0842,1.0842
24509,Colorado,Lincoln County,133126.0,2018,5606,5691287,0.000985014461579604,131.13,0.0365,1.0365
27245,Colorado,Lincoln County,143405.0,2019,5701,5758736,0.0009899741887803156,141.97,0.0772,1.0772
1628,Colorado,Logan County,106494.0,2010,22750,5047349,0.004507316613136916,480.0,0.0,1.0
4364,Colorado,Logan County,105047.0,2011,22577,5121108,0.004408616260387401,463.11,-0.0136,0.9864
7100,Colorado,Logan County,108907.0,2012,22356,5192647,0.004305318655398682,468.88,0.0367,1.0367
9836,Colorado,Logan County,117449.0,2013,22174,5269035,0.004208360733986394,494.27,0.0784,1.0784
12572,Colorado,Logan County,127957.0,2014,22440,5350101,0.004194313341000479,536.69,0.0895,1.0895
15308,Colorado,Logan County,141971.0,2015,22472,5450623,0.004122831463485917,585.32,0.1095,1.1095
18044,Colorado,Logan County,154097.0,2016,22435,5539215,0.004050212891176818,624.13,0.0854,1.0854
20780,Colorado,Logan County,165835.0,2017,22317,5611885,0.003976738653767852,659.48,0.0762,1.0762
23516,Colorado,Logan County,174205.0,2018,22268,5691287,0.0039126475259462406,681.6,0.0505,1.0505
26252,Colorado,Logan County,180158.0,2019,22409,5758736,0.003891305314221732,701.05,0.0342,1.0342
402,Colorado,Mesa County,202343.0,2010,146259,5047349,0.028977389913001854,5863.37,0.0,1.0
3138,Colorado,Mesa County,180380.0,2011,147174,5121108,0.028738702640131782,5183.89,-0.1085,0.8915
5874,Colorado,Mesa County,187666.0,2012,147317,5192647,0.02837030901580639,5324.14,0.0404,1.0404
8610,Colorado,Mesa County,194820.0,2013,147175,5269035,0.027932059665574438,5441.72,0.0381,1.0381
11346,Colorado,Mesa County,196496.0,2014,147113,5350101,0.02749723790261156,5403.1,0.0086,1.0086
14082,Colorado,Mesa County,208040.0,2015,148025,5450623,0.027157446038737224,5649.84,0.0587,1.0587
16818,Colorado,Mesa County,217230.0,2016,149736,5539215,0.02703198918980397,5872.16,0.0442,1.0442
19554,Colorado,Mesa County,234132.0,2017,151170,5611885,0.026937472881215493,6306.92,0.0778,1.0778
22290,Colorado,Mesa County,255392.0,2018,152951,5691287,0.026874589174645382,6863.56,0.0908,1.0908
25026,Colorado,Mesa County,269662.0,2019,154210,5758736,0.026778445825611733,7221.13,0.0559,1.0559
2734,Colorado,Mineral County,0.0,2010,704,5047349,0.00013947916024828084,0.0,0.0,1.0
5470,Colorado,Mineral County,0.0,2011,711,5121108,0.0001388371422746796,0.0,0.0,1.0
8206,Colorado,Mineral County,0.0,2012,719,5192647,0.00013846502564106514,0.0,0.0,1.0
10942,Colorado,Mineral County,0.0,2013,732,5269035,0.00013892486954442321,0.0,0.0,1.0
13678,Colorado,Mineral County,0.0,2014,704,5350101,0.00013158630089413266,0.0,0.0,1.0
16414,Colorado,Mineral County,0.0,2015,744,5450623,0.00013649815810045935,0.0,0.0,1.0
19150,Colorado,Mineral County,0.0,2016,756,5539215,0.0001364814328384076,0.0,0.0,1.0
21886,Colorado,Mineral County,0.0,2017,753,5611885,0.0001341795136571758,0.0,0.0,1.0
24622,Colorado,Mineral County,258505.0,2018,772,5691287,0.00013564594440589625,35.07,0.0,1.0
27358,Colorado,Mineral County,263504.0,2019,769,5758736,0.00013353624823225096,35.19,0.0193,1.0193
2099,Colorado,Moffat County,148846.0,2010,13794,5047349,0.0027329197961147526,406.78,0.0,1.0
4835,Colorado,Moffat County,147996.0,2011,13423,5121108,0.0026211124623811877,387.91,-0.0057,0.9943
7571,Colorado,Moffat County,153224.0,2012,13171,5192647,0.0025364712833358402,388.65,0.0353,1.0352999999999999
10307,Colorado,Moffat County,163834.0,2013,13126,5269035,0.002491158248142212,408.14,0.0692,1.0692
13043,Colorado,Moffat County,177131.0,2014,12934,5350101,0.0024175244542112384,428.22,0.0812,1.0812
15779,Colorado,Moffat County,197039.0,2015,12939,5450623,0.0023738570801906497,467.74,0.1124,1.1124
18515,Colorado,Moffat County,207524.0,2016,13144,5539215,0.0023728994090317854,492.43,0.0532,1.0532
21251,Colorado,Moffat County,207345.0,2017,13088,5611885,0.002332193193552612,483.57,-0.0009,0.9991
23987,Colorado,Moffat County,204310.0,2018,13183,5691287,0.0023163477786307387,473.25,-0.0146,0.9854
26723,Colorado,Moffat County,204718.0,2019,13283,5758736,0.0023065825556163712,472.2,0.002,1.002
1518,Colorado,Montezuma County,172413.0,2010,25576,5047349,0.005067214492201748,873.65,0.0,1.0
4254,Colorado,Montezuma County,166342.0,2011,25476,5121108,0.004974704692812571,827.5,-0.0352,0.9648
6990,Colorado,Montezuma County,178764.0,2012,25476,5192647,0.004906168279877296,877.05,0.0747,1.0747
9726,Colorado,Montezuma County,196967.0,2013,25542,5269035,0.0048475669643492595,954.81,0.1018,1.1018
12462,Colorado,Montezuma County,211296.0,2014,25514,5350101,0.004768881933256961,1007.65,0.0727,1.0727
15198,Colorado,Montezuma County,232645.0,2015,25716,5450623,0.004717992787246522,1097.62,0.101,1.101
17934,Colorado,Montezuma County,243840.0,2016,25994,5539215,0.004692722705293078,1144.27,0.0481,1.0481
20670,Colorado,Montezuma County,251486.0,2017,26112,5611885,0.00465298201941059,1170.16,0.0314,1.0314
23406,Colorado,Montezuma County,261520.0,2018,26152,5691287,0.004595094220340672,1201.71,0.0399,1.0399
26142,Colorado,Montezuma County,268053.0,2019,26183,5758736,0.004546657460942818,1218.75,0.025,1.025
1096,Colorado,Montrose County,193163.0,2010,41186,5047349,0.00815992712213877,1576.2,0.0,1.0
3832,Colorado,Montrose County,189170.0,2011,40974,5121108,0.008001002907964449,1513.55,-0.0207,0.9793
6568,Colorado,Montrose County,194864.0,2012,40650,5192647,0.007828377318928091,1525.47,0.0301,1.0301
9304,Colorado,Montrose County,207392.0,2013,40549,5269035,0.007695716578083083,1596.03,0.0643,1.0643
12040,Colorado,Montrose County,222420.0,2014,40585,5350101,0.007585838099131213,1687.24,0.0725,1.0725
14776,Colorado,Montrose County,241216.0,2015,40562,5450623,0.007441718130202731,1795.06,0.0845,1.0845
17512,Colorado,Montrose County,253410.0,2016,41151,5539215,0.007429031008906497,1882.59,0.0506,1.0506
